track_name,lyrics
I'm sorry. I didn't know you were so sensitive about your diplomatic status.

TONY
Why you got this beef against the world? You got a nice face, you got great legs, you got the fancy clothes and you got this look in your eyes like you haven't been fucked good in a year. What's the problem, baby?

Elvira laughs at him, furious.

ELVIRA
You know you're even stupider than you look. Let me give you a crash course, Jose whatever your name is, so you know what you're doing around here.

TONY
(interrupting)
Now you're talking to me, baby!

ELVIRA
First who, where, why and how I fuck is none of your business, second don't call me 'baby,' I'm not your baby and last, even if I was blind, desperate, starved and begging for it on a desert island, you'd be the last thing I'd ever fuck. You got the picture now -- so fuck off.

TONY
Hey, thataway.

She whips off the floor, pissed. He watches her, amused.

CUT TO

63 CAR - DAWN
Tony and Manny drive home in the broken down Monte Carlo sedan through the streets of Little Havana.

They've been partying all night, clothes rumpled, Tony smoking his cigar, feeling good.

TONY
That chick he's with... she loves me.

MANNY
(driving)
Oh yeah, how you know that?

TONY
The eyes, Manny -- they don't lie.

MANNY
You're serious? Tony, that's Lopez's lady. He'll kill us.

TONY
What are you kidding -- he's soft.
I seen it in his face -- booze and a cuncha tells him what to do.

Pause.

63-A OMITTED

64 EXT. DOWNTOWN MIAMI - SUNNY DAY - TWO MONTHS LATER
The new Miami is rising ubiquitously-above Biscayne Bay,
the camera moving past blossoming Skyscrapers, workmen,
huge cranes, glass, mirrors booming upwards into a beautiful blue Florida sky, fleeced with perfectly white clouds... past a giant billboard:

HOW ABOUT A MILLION DOLLAR LOAN?
COME TALK TO US...
AT THE BANCO DE MIAMI...
TODAY!

Past banks of glass (Caribank, Ranco de Venezuela, Amerifirst)...

Insert a car sticker going by with the image of the
American flag and the reminder: ""Will the last American
leaving Miami please bring the flag?""

Tony and Manny, on a shopping spree, bop along an incredibly luxurious shopping mall lined with the latest stores, fashions, escalators, music, tropical plants, etc -- a warm womb-like plastic heaven.

TONY
I shoulda been here 10 years age man. This town's like a big pussy dyin' to be fucked, Paradise, rr.an, paradise.I coulda been a millionaire by now. Get my own golf course, a boat...

MANNY
I want a line of bluejeans with my name on the
chicks' asses.

TONY
Yeah, we gotta make some moves on our own Manny,
We never gonna score the big money working for Frank.

MANNY
Frank's okay.

TONY
Yeah -- cause he buys you a suit? You thinkin' like
a chickenhead again

MANNY
Frank's got an organization.

TOW
Organization? I got more brains than Omar and he's bigger than me, That's not an organization. That`s a disorganization. What do you do for a brain man? Piss in it?

MANNY
Fuck you, somebody oughta shoot you, put you outta your misery
(seeing something)
Hey catch this tomato

Catching the eye of one of two young Girls passing, Manny
primps for them.

MANNY
Ooooh baby doll

TONY
Yeah, what do you girls say? you manna have some
ice cream with us somewhere?

They glance at Tony and Manny and hurry on.

Tony waves her off, then changes his mind and runs up
behind her and throws up her skirt and peeks at her ass.
Before she can react, he hops away laughing as the two
Cuban girls ad-lib Spanish expletives at him.

MANNY
Hey that's not cool, man. You wanna score one of these chicks, watch. Mira!

He wiggles his tongue up and down, fast like a small
whirring motor part, then slips it back into his mouth in
the flick of an eye.

TONY
...the fuck was that?

MANNY
You didn't see it? You weren't looking. Hey you gotta watch for it.

Does it again, quickly; it looks like a baby robin's head
peeking out of a nest in his teeth, then it's gone.

TONY
What the hell's that for -- eating bugs? That's disgustin',

MANNY
You think so hunh? Well you did know shit 'bout chicks Chico. When they see this, they know. They go crazy. They don't resist me.

Does it again. Tony tries but lacks the speed and agility,
provoking Manny's laughter. Manny double checks himself in a shop window.

MANNY
(doing it again)
Takes practice, mi sengre, but they just love it when you flop that pussy with it...

TONY
Oooh ...cono! How 'bout that one?

Pointing to a tall, cool blonde across the avenue.

MANNY
No problem.

EXT. MIAMI SHOPPING STREET - DAY.

Tony walks right out into the avenue, sticking out his arms and stopping traffic. Cars honk angrily but he couldn't give a shit.

TONY
Come on!

Manny follows as Tony now moves across the opposite lane, a
car screeching to a halt in front of him.

TONY
(points)
Okay Rober Retfor, strut your stuff.

The blonde has paused to look in a shop window.

Manny stops alongside, -pretends to look. When he catches
her eyes, he flicks his tongue.

She looks at him, confused, then back into the window.
Manny looks back at Tony, winks, sidles closer to her.

Tony, exiting off to the side, catches the gaze of a somber
child, four, toddling along with it's mom. He makes his
own version of a funny face at the kid who looks back at
him puzzled. Tony produces another face. The kid now
smiles. The mother looks over. Tony shrugs. She smiles and moves along.

Meanwhile, Manny has moved close to the blonde and suggests something, his eyebrows raising, the smile crooked. It takes a moment, then the blonde socks him across the face and walks away.

Tony walks up to him, mocking.

TONY
I'm telling you man you got it- all mixed up.
This country first, you gotta get the money; then you get the power, and when you got the power, then you get the women -- then, chico, you got the world by the balls. Por Los cojonesl

MANNY
Hey Tony, last time this year you was in a fuckin' cage in Cuba. Why don't you take it easy Chico, slow down, one step at a time, be happy what you got you know? You get on your death bed you look around you think to yourself, when was I ever happy?

Camera moving with Tony as he glances in an elegant window displaying jewelry.

TONY
You be happy. I want what's comin' to me when I'm alive not when I'm dead.

MANNY (shakes his head)
Yeah, what's comin' to you Tony?

TONY
The world man, and everything in it.

As he goes into the store, the camera panning to the diamonds in the window.

CUT TO

65 EXT. TONY'S MOTHER'S HOUSE - SOUTHWEST MIAMI - LATE DAY
The house, bathed by a torpid setting sun amicable to lizards and Spanish moss, sits undistinguished and without shielding trees in the midst of a lower middle class neighborhood with look-alike yards and streets without people.

66 INT. TONY'S CADILLAC SEDAN - SIMULTANEOUS DAY
From his battered Monte Carlo across the curb, Tony, spruced
up and nervous in a new suit, gets out carrying a bag of
gifts. Manny is at the wheel, curious.

TONY
Be back in an hour okay.

MANNY
Okay... be cool.

Tony approaches the house, with the paper bag held high against his chest.

67 EXT./INT. TONY'S MOTHER'S HOUSE - LATE DAY
Tony's Mother opens the door.
A stout aging woman with a powerful face, she's shook to her roots.

TONY
(gently, in Spanish)
Mami... long time....

MAMS
No postcards from jail, hunh?

He doesn't offer to kiss her nor she him.

Pause.

Someone else is in the house. Mother looks behind her.
She opens the door, looks back as if she has no choice.
He steps in. He looks.

68 INT. TONY'S MOTHER'S LIVING ROOM - NIGHT
The interior is comprised of small, narrow rooms filled
with religious objects from macumba and waist-high black
Jesus statues in various corners. The floor is without rugs and mosaicked with inexpensive, Aztec-type tiles, the impression clean, cluttered, Catholic, somewhat depressing.

Stepping forward to the center of the living room like a cautious cat is his nineteen-year-old sister Gina. Their eyes lock.

TONY
(moved)
Hi Gina...

GINA
Tony?

She looks at her mother confused. She's a naturally dark,
curly-headed beauty with a slim, graceful figure and
large-lidded eyes brimming with the same energy as Tony's.
(She might also be recognizable from the snapshot we saw in
Tony's possession.)

TONY
(covering his unwanted emotion)
Yeah, look at you, you're beautiful... what's it been seven years? Last time I saw you, you looked like a boy. Now look at you, you got great big eyes just like me! Yeah, so....

He holds out a wrapped gift towards her, about to give it.

TONY
I got this for you, no big deal but....

GINA
Oh Tony!

Gina suddenly. explodes across the room and rushes into his
arms, grasping him fiercely.

GINA
...it's you!

Tony, over her shoulder, catches his mother's eyes boring into him stonily.

GINA
I never thought I'd see you again -- never!

Tony, over her shoulder, opens the gift.

TONY
Hey pussycat, c'mon -- you think they can keep a guy like me down?

Disengaging gently, he holds up the contents of the gift box in font of her. It's a beautiful diamond locket to wear around her neck. Her eyes open wide.

TONY
...Yeah for you...and look -- here.
What I got written on it....
""To Gina From Tony. Always.""

GINA
It's beautiful Tony, it's just beautiful....

The mother is amazed at the cost of the gift. Tony pulls
out another present, for her.

TONY
...for you too Mama, look....

Moving towards her, he opens the package and pulls out an
exquisite pearl necklace. She stares at it, doesn't take it. Gina comes over, takes it for her.

GINA
It's beautiful... Mama,
(offers it, an unspoken 'why don't you take it?')

Mama doesn't. Gina puts it away with her own.

TONY
(holding Gina by the shoulder, making light of it)
Well anyway, here we are hunh? The three musketeers! We made it to America hunh? Let's toast!

Tossing the empty package aside, he pulls the last gift -- a
bottle of champagne.

TONY
Oye ! To America!
(singing)
'America. America....'

CUT TO
69 INT. TONY'S MOTHER'S KITCHEN - NIGHT
Mama, with things on her mind, is silently cooking a lunch,
as Tony and Gina finish the champagne at the kitchen table.

GINA
. . .So Mama's still at the factory and I'm working part-time at a beauty parlor. I'm doing hair. Remember Hiram Gonzalez? His father had the babershop?

Tony nods.

GINA
It's his place. Plus I'm going to junior college -- Miami Dade -- and in two more years I get my cosmetology license and then I'll be making enough...

TONY
Yeah, well surprise, all that's over
with starting today. I didn't bring
up my kid sister to work in no hair
shop....

Mama looks over at him on the words ""bring up"" and he
catches her look.

TONY
...and Mama don't have to sew in no factory.

He pulls out a bundle of cash, fifties and hundreds, and
starts peeling them off on the table. Mama stops working,
looks.

TONY
(to Mama as he counts)
Yeah, your son's made it Mama, he's a success. I wanted to surprise
you. That's how come I didn't show my face around before. I wanted you to see what a good boy I been.

Pushes a thousand dollar stack towards her.

TONY
That's a thousand dollars right there, Mama -- for you.

She approaches it cautiously, her fingers riffling the
bills, then looks back at her son.

MAMA
Who'd you kill for this Tony?

GINA
(aghast)
Mama!

TONY
I didn't kill nobody Mama,
(lying)

MAMA
No? What are you doing now -- banks or is it still bodegas, you and the others?

TONY
C'mon Mama. Things are different.
I'm working with this anti-Castro group.
I'm an organizer now, we get a lotta political contributions....

MAMA
Sure you do Tony -- with a gun sticking in somebody's face. All we read about in the papers is the animals like you and the killings, what about the Cubans who come here and work hard and make a good name for themselves? What about....

GINA
(springing to her feet)
What are you saying Mama! He's your son!

MAMA
Son? I wish I had one. He's a bum! He was a bum then and he's a
bum now!
(to Tony, she's worked up like a madwoman now)
Who do you think you are, we haven't heard a word from you in five years and you suddenly show up here and throw some money around and you think you can get my respect? You think you can buy me with jewelry?
You think you can come into my house with your hotshot clothes and your gutter manners and make fun of....

TONY
Hey Mama, come on, you don't know what you're talking about.....

MAMA
(continuing)
No, no, that's not the way I am Tony and that's not the way I --
(emphasizing it)
I raised Gina to be. You're not going to destroy her. I don't need your money, thanks. I work for my living -- and I don't want you in this house anymore and I don't want you around Gina. So leave us alone... go on, get out! And take this lousy
